well_id,detected_time,split
1123л,2025-06-20 14:56:15,train
172г,2025-04-30 00:37:00,train
172г,2025-05-03 14:31:45,train
172г,2025-05-04 02:41:00,train
172г,2025-05-05 04:51:15,train
524,2025-06-09 16:36:30,train
524,2025-06-10 05:09:30,train
5271г,2025-08-15 04:31:30,train
