well_id,timestamp,split,score,tranad_recon
129л,2025-12-01 12:52:00,test,0.0,0.0
129л,2025-12-01 12:54:00,test,0.0,0.0
129л,2025-12-01 12:56:00,test,0.0,0.0
129л,2025-12-01 12:58:00,test,0.9299294948577881,0.9299294948577881
129л,2025-12-01 13:00:00,test,0.8488481044769287,0.8488481044769287
129л,2025-12-01 13:02:00,test,0.9606212973594666,0.9606212973594666
129л,2025-12-01 13:04:00,test,0.9611589312553406,0.9611589312553406
129л,2025-12-01 13:06:00,test,0.8624102473258972,0.8624102473258972
129л,2025-12-01 13:08:00,test,0.7843561172485352,0.7843561172485352
129л,2025-12-01 13:10:00,test,0.740643322467804,0.740643322467804
129л,2025-12-01 13:12:00,test,0.69876629114151,0.69876629114151
129л,2025-12-01 13:14:00,test,0.6579240560531616,0.6579240560531616
129л,2025-12-01 13:16:00,test,0.6660911440849304,0.6660911440849304
129л,2025-12-01 13:18:00,test,0.0,0.0
129л,2025-12-01 13:20:00,test,0.0,0.0
129л,2025-12-01 13:22:00,test,0.0,0.0
129л,2025-12-01 13:24:00,test,0.0,0.0
129л,2025-12-01 13:26:00,test,0.0,0.0
129л,2025-12-01 13:28:00,test,0.0,0.0
129л,2025-12-01 13:30:00,test,0.0,0.0
129л,2025-12-01 13:32:00,test,0.0,0.0
129л,2025-12-01 13:34:00,test,0.0,0.0
129л,2025-12-01 13:36:00,test,0.0,0.0
129л,2025-12-01 13:38:00,test,0.0,0.0
129л,2025-12-01 13:40:00,test,0.0,0.0
129л,2025-12-01 13:42:00,test,0.0,0.0
129л,2025-12-01 13:44:00,test,0.0,0.0
129л,2025-12-01 13:46:00,test,0.0,0.0
129л,2025-12-01 13:48:00,test,0.0,0.0
129л,2025-12-01 13:50:00,test,0.0,0.0
129л,2025-12-01 13:52:00,test,0.0,0.0
129л,2025-12-01 13:54:00,test,0.0,0.0
129л,2025-12-01 13:56:00,test,0.0,0.0
129л,2025-12-01 13:58:00,test,0.0,0.0
129л,2025-12-01 14:00:00,test,0.0,0.0
129л,2025-12-01 14:02:00,test,0.0,0.0
129л,2025-12-01 14:04:00,test,0.0,0.0
129л,2025-12-01 14:06:00,test,0.0,0.0
129л,2025-12-01 14:08:00,test,0.0,0.0
129л,2025-12-01 14:10:00,test,0.0,0.0
129л,2025-12-01 14:12:00,test,0.0,0.0
129л,2025-12-01 14:14:00,test,0.0,0.0
129л,2025-12-01 14:16:00,test,0.0,0.0
129л,2025-12-01 14:18:00,test,0.0,0.0
129л,2025-12-01 14:20:00,test,0.0,0.0
129л,2025-12-01 14:22:00,test,0.0,0.0
129л,2025-12-01 14:24:00,test,0.0,0.0
129л,2025-12-01 14:26:00,test,0.0,0.0
129л,2025-12-01 14:28:00,test,0.7716904878616333,0.7716904878616333
129л,2025-12-01 14:30:00,test,0.8041876554489136,0.8041876554489136
129л,2025-12-01 14:32:00,test,0.7051817178726196,0.7051817178726196
129л,2025-12-01 14:34:00,test,0.0,0.0
129л,2025-12-01 14:36:00,test,0.0,0.0
129л,2025-12-01 14:38:00,test,0.0,0.0
129л,2025-12-01 14:40:00,test,0.0,0.0
129л,2025-12-01 14:42:00,test,0.0,0.0
129л,2025-12-01 14:44:00,test,0.0,0.0
129л,2025-12-01 14:46:00,test,0.0,0.0
129л,2025-12-01 14:48:00,test,0.0,0.0
129л,2025-12-01 14:50:00,test,0.0,0.0
129л,2025-12-01 14:52:00,test,0.0,0.0
129л,2025-12-01 14:54:00,test,0.0,0.0
129л,2025-12-01 14:56:00,test,0.0,0.0
129л,2025-12-01 14:58:00,test,0.0,0.0
129л,2025-12-01 15:00:00,test,0.0,0.0
129л,2025-12-01 15:02:00,test,0.0,0.0
129л,2025-12-01 15:04:00,test,0.0,0.0
129л,2025-12-01 15:06:00,test,0.0,0.0
129л,2025-12-01 15:08:00,test,0.0,0.0
129л,2025-12-01 15:10:00,test,0.0,0.0
